ID,Spectrometer,Cereal,Variety,Country,Year,Moisture,Protein,950,955,960,965,970,975,980,985,990,995,1000,1005,1010,1015,1020,1025,1030,1035,1040,1045,1050,1055,1060,1065,1070,1075,1080,1085,1090,1095,1100,1105,1110,1115,1120,1125,1130,1135,1140,1145,1150,1155,1160,1165,1170,1175,1180,1185,1190,1195,1200,1205,1210,1215,1220,1225,1230,1235,1240,1245,1250,1255,1260,1265,1270,1275,1280,1285,1290,1295,1300,1305,1310,1315,1320,1325,1330,1335,1340,1345,1350,1355,1360,1365,1370,1375,1380,1385,1390,1395,1400,1405,1410,1415,1420,1425,1430,1435,1440,1445,1450,1455,1460,1465,1470,1475,1480,1485,1490,1495,1500,1505,1510,1515,1520,1525,1530,1535,1540,1545,1550,1555,1560,1565,1570,1575,1580,1585,1590,1595,1600,1605,1610,1615,1620,1625,1630,1635,1640,1645,1650
BarleyWholePerten0001,Perten_DA7200,barley,Unknown,Slovenia,2004,11.10000038,14.10000038,0.145606995,0.146704003,0.148420006,0.151003003,0.153931007,0.156854004,0.159347996,0.160706997,0.161274001,0.160977006,0.160293996,0.159131005,0.157925993,0.156192005,0.154312,0.152115002,0.149904996,0.147802994,0.145685002,0.143509999,0.141411007,0.139412001,0.137300998,0.135252997,0.133251995,0.131593004,0.129949004,0.128526002,0.127265006,0.126313001,0.125534996,0.125031993,0.124893002,0.125156,0.126054004,0.128252998,0.132486001,0.138977006,0.147357002,0.156830996,0.167063996,0.177147001,0.186661005,0.19483,0.201769993,0.208035007,0.213829994,0.219125003,0.223297,0.226104006,0.227496997,0.227647007,0.226321995,0.223671004,0.219803006,0.215461999,0.211106002,0.207396001,0.204313994,0.201780006,0.199696004,0.198191002,0.197209999,0.196237996,0.195372999,0.194287002,0.193022996,0.191558003,0.190363005,0.189533994,0.189437002,0.189969003,0.191396996,0.193774,0.197228998,0.201929003,0.207617998,0.214348003,0.221751005,0.229551002,0.237315998,0.244966999,0.251899988,0.257764012,0.262953997,0.267619014,0.273220003,0.280429989,0.289907008,0.301169992,0.31437701,0.32861799,0.343270987,0.357820004,0.370570988,0.381563008,0.390284985,0.396670997,0.401142001,0.404269993,0.406091005,0.407247007,0.408143014,0.408688009,0.408329994,0.40724501,0.406049997,0.404069006,0.402291,0.400178999,0.397913009,0.396111012,0.393691987,0.390960991,0.388550997,0.386483014,0.384609014,0.38321799,0.381650001,0.380715996,0.379711002,0.378340989,0.377250999,0.376174003,0.375178993,0.373856008,0.372593999,0.370662987,0.368611008,0.366232008,0.363251001,0.36046201,0.357459992,0.354988009,0.352192015,0.349501997,0.34701401,0.344718993,0.343124002,0.341753006,0.340617001
BarleyWholePerten0002,Perten_DA7200,barley,Unknown,Slovenia,2004,14.0,10.69999981,0.145392001,0.146918997,0.148931995,0.151502997,0.15411,0.156470999,0.158443004,0.159352005,0.159490004,0.158856005,0.157828003,0.156348005,0.154898003,0.152921006,0.150845006,0.148479,0.146191999,0.143974006,0.141763002,0.139526993,0.137379006,0.135404006,0.133379996,0.131457999,0.129543006,0.127942994,0.126399994,0.125094995,0.123975001,0.123131998,0.122492999,0.122116998,0.122092001,0.122367002,0.123259999,0.125367999,0.129390001,0.135646999,0.143892005,0.153433994,0.163773,0.173727006,0.182669997,0.190054998,0.196144,0.201575995,0.206636995,0.211305007,0.215057999,0.217690006,0.218990997,0.219086006,0.217812002,0.215180993,0.211435005,0.207316995,0.203130007,0.199551001,0.196575001,0.194089994,0.191984996,0.190412998,0.189276993,0.188131005,0.187140003,0.186012,0.184836999,0.183585003,0.182660997,0.182148993,0.182373002,0.183284998,0.185167998,0.188014999,0.191874996,0.196979001,0.203008995,0.209984005,0.217501,0.225226,0.232767999,0.240132004,0.246842995,0.252620995,0.2579,0.263085008,0.269667,0.278443992,0.29006201,0.303932995,0.319995999,0.336903006,0.353866994,0.370218009,0.384267986,0.396099001,0.405335993,0.411971986,0.416512996,0.419517994,0.421056002,0.421905994,0.422417015,0.422551006,0.421581,0.419696003,0.417591006,0.414629996,0.411724001,0.408582985,0.405378014,0.402691007,0.399385005,0.39577201,0.392556012,0.389777988,0.387279004,0.385354012,0.383246005,0.381875992,0.380519003,0.378695011,0.377112001,0.375645012,0.374273002,0.372487009,0.370795995,0.368427008,0.365958989,0.363211989,0.359683991,0.356287986,0.352694005,0.349783987,0.346561998,0.343472987,0.340615004,0.337889999,0.335936993,0.334414005,0.333332986
BarleyWholePerten0003,Perten_DA7200,barley,Unknown,Slovenia,2004,13.19999981,11.5,0.141222,0.142730996,0.144703001,0.147183999,0.149740994,0.152097002,0.154044002,0.154947996,0.155112997,0.154521003,0.153548002,0.152113006,0.150619,0.148611993,0.146507993,0.144197002,0.141877994,0.139602006,0.137356997,0.135130003,0.132961005,0.130989,0.128920004,0.126949996,0.125015006,0.123341002,0.121766999,0.120480001,0.119346999,0.118479997,0.117838003,0.117473997,0.117453001,0.117761999,0.118715003,0.120930001,0.125046,0.131385997,0.139741004,0.149379,0.159752995,0.169754997,0.178790003,0.186267003,0.192458004,0.197984994,0.203090996,0.207789004,0.211545005,0.214148998,0.215443,0.215549007,0.214325994,0.211809993,0.208150998,0.204088002,0.199947998,0.196412996,0.193462998,0.190982997,0.188887999,0.187292993,0.186193004,0.185103998,0.184136003,0.183023006,0.181844994,0.180591002,0.179644004,0.179114997,0.179353997,0.180244997,0.182090998,0.184891,0.188754007,0.193859994,0.199874997,0.206853002,0.214366004,0.222117007,0.22969,0.237054005,0.243796006,0.249592006,0.254844993,0.259884,0.266281992,0.274850994,0.286184996,0.299690992,0.315351009,0.331988007,0.348699004,0.364921004,0.378975987,0.390859008,0.400148988,0.40683201,0.411449999,0.414507002,0.416126013,0.417066008,0.417703003,0.417861998,0.416949004,0.415152013,0.413114011,0.410232008,0.407368988,0.404316992,0.401174992,0.39852199,0.395238012,0.391689986,0.388554007,0.385794014,0.383318991,0.381433994,0.379314005,0.377945989,0.376623988,0.374855012,0.373297989,0.371825993,0.370517999,0.368759006,0.367035002,0.364690989,0.362316996,0.359613001,0.356184989,0.352874994,0.349314004,0.346381009,0.343171001,0.340095997,0.337246001,0.334630996,0.332810998,0.331371009,0.330430001
BarleyWholePerten0004,Perten_DA7200,barley,Unknown,Slovenia,2004,14.10000038,12.19999981,0.154174998,0.155566007,0.157386005,0.159759998,0.162104994,0.16415,0.165896997,0.166587994,0.166568995,0.165855005,0.164903,0.163435996,0.162049994,0.160185993,0.158300996,0.156165004,0.154073,0.152121007,0.150140002,0.148124993,0.146182999,0.144391,0.142514005,0.140696004,0.138885006,0.137391001,0.135927007,0.134753004,0.133744001,0.132949993,0.132291004,0.131891996,0.131818995,0.132005006,0.132753,0.134597004,0.138209999,0.143838003,0.151276007,0.159904003,0.169266,0.178304002,0.186473995,0.193186,0.198746994,0.203749999,0.208422005,0.212715,0.216123998,0.218428001,0.219476998,0.219424993,0.218048006,0.215440005,0.211772993,0.207735002,0.203651995,0.200176999,0.197295994,0.194842994,0.192754,0.191172004,0.190036997,0.188920006,0.187972993,0.186901003,0.185764998,0.184530005,0.183599994,0.183080003,0.183293,0.184093997,0.185791999,0.188433006,0.192095995,0.196943998,0.202658996,0.209278002,0.216413006,0.223813996,0.231144995,0.238342002,0.244894996,0.250479996,0.255564988,0.260616988,0.267248988,0.27601701,0.287562013,0.301335007,0.317113012,0.333692998,0.350235999,0.366160005,0.379721999,0.391047001,0.399791986,0.405997008,0.410216004,0.412995011,0.414402008,0.415206999,0.415683001,0.415773004,0.414802998,0.412959009,0.410935998,0.408066005,0.405312002,0.402305991,0.399199009,0.396573007,0.393334001,0.389750987,0.386599988,0.383893013,0.381406993,0.379500002,0.37735799,0.37597099,0.374615014,0.372747004,0.371167988,0.369673997,0.368315011,0.366508007,0.364753991,0.362390012,0.359892994,0.357107997,0.35355401,0.350149989,0.346596003,0.343618989,0.340267003,0.33712399,0.334161997,0.331346005,0.329376996,0.327883989,0.326819003
BarleyWholePerten0005,Perten_DA7200,barley,Unknown,Slovenia,2004,16.0,12.39999962,0.157634005,0.159581006,0.161883995,0.164615005,0.167224005,0.169465005,0.171373993,0.17216,0.172147006,0.171404004,0.170329005,0.168698996,0.167104006,0.165024996,0.162931994,0.160570994,0.158261001,0.156091005,0.153919995,0.151729003,0.149664998,0.147733003,0.145705,0.143775001,0.141864002,0.140327007,0.138846993,0.137706995,0.136758998,0.136079997,0.135571003,0.135325998,0.135409996,0.135827005,0.136871994,0.139130995,0.143417001,0.150010005,0.158649996,0.16855,0.179100007,0.189078003,0.197956994,0.205181003,0.211100996,0.216379002,0.221276999,0.225752994,0.229285002,0.231668994,0.23274,0.232647002,0.231212005,0.228544995,0.224803999,0.220717996,0.216608003,0.213153005,0.210301995,0.207865,0.205797002,0.204225004,0.203122005,0.202048004,0.201187998,0.200214997,0.199221999,0.198190004,0.197518006,0.197289005,0.197845995,0.199056998,0.201224998,0.204372004,0.208578005,0.214006007,0.220277995,0.227417007,0.235007003,0.242752999,0.250295997,0.257674009,0.264409989,0.270236999,0.275707007,0.281345993,0.288812995,0.298667997,0.311585993,0.326781988,0.343923003,0.361566991,0.378890991,0.395374,0.409242988,0.42079401,0.429726988,0.436049014,0.440416008,0.443365991,0.444846004,0.445652992,0.446161002,0.446171999,0.445053995,0.442992002,0.440757006,0.437563002,0.434504986,0.431239009,0.427848995,0.425016999,0.421501994,0.417686999,0.414326996,0.411363006,0.408641011,0.406515002,0.404163003,0.402604014,0.401012003,0.39892,0.397100002,0.395413995,0.393857002,0.391887009,0.39002201,0.387573987,0.385015994,0.382133991,0.378513008,0.375079006,0.371517003,0.36857,0.365229994,0.362096995,0.359191001,0.356384993,0.354391992,0.352869988,0.351705015
BarleyWholePerten0006,Perten_DA7200,barley,Unknown,Slovenia,2004,16.20000076,14.60000038,0.167097002,0.168596,0.170433998,0.172714993,0.174822003,0.176608995,0.178099006,0.178538993,0.178280994,0.177305996,0.176098004,0.174419999,0.172784999,0.170713008,0.168644995,0.166305006,0.164041996,0.161908001,0.159742996,0.157585993,0.155543,0.153641,0.151633993,0.149711996,0.147793993,0.146268994,0.144800007,0.143637002,0.142672002,0.141927004,0.141357005,0.141068995,0.141096994,0.141406,0.142314002,0.144382998,0.148381993,0.154548004,0.162631005,0.171876997,0.181747004,0.191076994,0.199379996,0.206129998,0.211657003,0.216561005,0.221101999,0.225215003,0.228419006,0.230526,0.231389999,0.231186003,0.229719997,0.227083996,0.223435998,0.219478995,0.215494007,0.212129995,0.209338993,0.206922993,0.204852,0.203297004,0.202208996,0.201141,0.200283006,0.199330002,0.198373005,0.197350994,0.196689993,0.196454004,0.196987003,0.198155001,0.200243995,0.203286007,0.207369998,0.212641001,0.218728006,0.225661993,0.233034998,0.240557998,0.247920007,0.255115002,0.261658013,0.267284989,0.272588015,0.278093994,0.285481006,0.295226991,0.307931989,0.322836995,0.339558005,0.356669992,0.373369008,0.389156997,0.402348995,0.413262993,0.421622008,0.427540988,0.431589991,0.434280992,0.435597986,0.436315,0.436747015,0.43669799,0.435537994,0.433438987,0.431199014,0.428066999,0.425054014,0.421831012,0.418502003,0.415688992,0.412236989,0.408432007,0.405072987,0.402161986,0.399457008,0.397329003,0.394980013,0.393366009,0.391730011,0.389622003,0.387775987,0.386052996,0.384490013,0.382555991,0.380706996,0.378282994,0.375743002,0.372925013,0.369383007,0.366021007,0.362506002,0.359611005,0.356384009,0.353318989,0.35047099,0.347772986,0.345865995,0.344386995,0.343318999
BarleyWholePerten0007,Perten_DA7200,barley,Unknown,Slovenia,2004,17.79999924,13.5,0.172688007,0.174641997,0.176988006,0.179647997,0.182047993,0.184084997,0.185761005,0.186318994,0.186059997,0.184988007,0.183623001,0.181702003,0.179807007,0.177442998,0.175095007,0.172463998,0.169885993,0.167487994,0.165104002,0.162694007,0.160402,0.158318996,0.156158999,0.154091001,0.152036995,0.150406003,0.148912996,0.147781,0.146882996,0.146275997,0.145838007,0.145698994,0.145940006,0.146528006,0.147768006,0.150313005,0.155052006,0.162322998,0.171805993,0.182575002,0.193852007,0.204313994,0.213456005,0.220786005,0.226754993,0.232050002,0.23691,0.241290003,0.244723007,0.247018993,0.248005003,0.247861996,0.246377006,0.243696004,0.240013003,0.236015007,0.231969997,0.228589997,0.225803003,0.223395005,0.221329004,0.219776005,0.218723998,0.217691004,0.216910005,0.216047004,0.215200007,0.214333996,0.213870004,0.213868007,0.214707002,0.216235995,0.218792006,0.222367004,0.227008998,0.232879996,0.239542007,0.247005999,0.254842997,0.26275301,0.270404995,0.277864009,0.28461501,0.290398985,0.295937002,0.30182299,0.309799999,0.320226014,0.333768994,0.349541992,0.367029995,0.384669006,0.401688993,0.417704999,0.430967003,0.441899002,0.450302988,0.456223995,0.460254014,0.462962002,0.464269012,0.464933991,0.465297014,0.465178996,0.463878006,0.461578995,0.459129006,0.455662012,0.452354997,0.448864013,0.445273995,0.442326993,0.438677013,0.434704006,0.431203991,0.42809999,0.425217986,0.422926009,0.420410007,0.418664008,0.416904986,0.414649993,0.412638009,0.410728008,0.409004003,0.406937003,0.405079991,0.402633995,0.400114,0.397267014,0.393739998,0.390406996,0.386940986,0.384171993,0.381031007,0.378026009,0.375225991,0.372550011,0.370739996,0.369300991,0.368331999
BarleyWholePerten0008,Perten_DA7200,barley,Unknown,Slovenia,2004,19.5,13.80000019,0.189796999,0.191943005,0.194251999,0.196764007,0.198952004,0.200675994,0.202060998,0.202443004,0.202154994,0.201031998,0.199592993,0.197677001,0.195841,0.193424001,0.191019997,0.188391,0.185826004,0.183394998,0.181036994,0.178702995,0.176401004,0.174247995,0.172016993,0.169977993,0.168024004,0.166519001,0.165073007,0.163935006,0.162988007,0.162364006,0.161911994,0.161730006,0.161902994,0.162386,0.163452998,0.165819004,0.170276001,0.177189007,0.186234996,0.196424007,0.207037002,0.216714993,0.225050002,0.231656,0.236985996,0.241711006,0.246015996,0.249969006,0.252983004,0.254945993,0.255667001,0.255326003,0.253762007,0.25108701,0.247446001,0.243555993,0.239596993,0.236247003,0.233478993,0.231088996,0.228993997,0.227422997,0.226330996,0.225211993,0.224331006,0.223436996,0.222601995,0.221763998,0.221361995,0.221431002,0.222338006,0.223874003,0.226411998,0.229936004,0.234458,0.240164995,0.246600002,0.253775001,0.261274993,0.268792003,0.275968999,0.282932013,0.289283991,0.29491201,0.300467014,0.306479007,0.314700991,0.325621992,0.339612007,0.355758995,0.373609006,0.391499013,0.408578008,0.42445901,0.437505007,0.448197991,0.456339985,0.462013006,0.465820015,0.468347997,0.469390988,0.469803006,0.469971001,0.469595999,0.468014985,0.46547401,0.46271199,0.459021986,0.455462992,0.451680988,0.44787699,0.44470501,0.44085899,0.436742008,0.433052987,0.429753006,0.426705986,0.424178988,0.421460003,0.419580013,0.417620003,0.415228993,0.413096994,0.411056995,0.409177989,0.407005012,0.405032992,0.402469009,0.399852991,0.39695999,0.393379003,0.389999002,0.386518002,0.383729011,0.380528003,0.377507001,0.37471801,0.37202999,0.370088011,0.368445993,0.367318004
BarleyWholePerten0009,Perten_DA7200,barley,Unknown,Slovenia,2004,16.79999924,12.10000038,0.162315995,0.164216995,0.166500002,0.169193,0.171715006,0.173844993,0.175584003,0.176246002,0.176165998,0.175264999,0.174079001,0.172417,0.170809999,0.168680996,0.166550994,0.164156005,0.161761001,0.159454003,0.157223001,0.155033007,0.152882993,0.150860995,0.148775995,0.146844,0.144944996,0.143432006,0.141983002,0.140820995,0.139841005,0.139156997,0.138666004,0.138451994,0.138557002,0.138963997,0.139987007,0.142263994,0.146540001,0.153130993,0.161792994,0.171727002,0.182312995,0.192298994,0.201061994,0.208133996,0.213923007,0.219101995,0.223878995,0.228292003,0.231729999,0.234033003,0.235052005,0.234959006,0.233548001,0.230887994,0.227161005,0.223110005,0.219001994,0.215536997,0.212687001,0.210256994,0.208176002,0.206625,0.205544993,0.204465002,0.203578994,0.202618003,0.201643005,0.200638995,0.200016007,0.199837998,0.200443998,0.201692,0.203939006,0.207197994,0.211477995,0.216982007,0.223306,0.230490997,0.238104999,0.245856002,0.253398001,0.260755986,0.267482996,0.273288995,0.278759003,0.284440994,0.292073011,0.302190006,0.315376997,0.330909014,0.348414004,0.366335988,0.383882999,0.400465012,0.414355993,0.425853998,0.434713006,0.440993011,0.445297003,0.448199004,0.449580997,0.450302005,0.450787991,0.450776994,0.449557006,0.447405011,0.445046008,0.441760004,0.438578993,0.43513,0.431629986,0.42868799,0.425081015,0.42117399,0.417649001,0.414573014,0.411781997,0.409538001,0.407092989,0.405469,0.403791994,0.401636988,0.399758995,0.397969008,0.396299988,0.394275993,0.392414004,0.389930993,0.387333989,0.384460986,0.380816996,0.377353996,0.373733014,0.370766014,0.367453992,0.364293009,0.361434996,0.358642995,0.356617987,0.355019987,0.354113996
